// x,y
45483508,34059326
45967016,32118652
46450524,30177978
48271496,29350901
50092468,28523824
51913440,27696747
51044981,29498351
50176522,31299955
49308063,33101559
48506031,34933700
47703999,36765841
46901967,38597982
44901993,38587939
42902019,38577896
40902045,38567853
41917477,36844805
42932909,35121757
43948341,33398709
44025932,35397203
44103523,37395697
44181114,39394191
46175335,39546117
48169556,39698043
50163777,39849969
48646486,41152975
47129195,42455981
45611904,43758987
45693014,41760633
45774124,39762279
45855234,37763925
46940201,39444057
48025168,41124189
49110135,42804321
47614089,41476977
46118043,40149633
44621997,38822289
42644648,38522141
40667299,38221993
38689950,37921845
40326335,39071732
41962720,40221619
43599105,41371506
43934144,43343243
44269183,45314980
44604222,47286717
42828237,46367003
41052252,45447289
39276267,44527575
38466344,46356242
37656421,48184909
36846498,50013576
35467205,48565284
34087912,47116992
32708619,45668700
32120410,47580246
31532201,49491792
30943992,51403338
29910873,53115840
28877754,54828342
27844635,56540844
29799955,56961225
31755275,57381606
33710595,57801987
32931998,59272078
32153401,57429855
31374804,55587632
31501460,53591647
31628116,51595662
31754772,49599677
32048726,47621398
32342680,45643119
32636634,43664840
33132767,45602325
33628900,47539810
34125033,49477295
33370318,51329429
32615603,53181563
31860888,55033697
33802440,55513670
35743992,55993643
37685544,56473616
39613249,57006487
41540954,57539358
43468659,58072229
44024706,56151081
44580753,54229933
45136800,52308785
44551926,54221354
43967052,56133923
43382178,58046492
42441464,56281540
41500750,54516588
40560036,52751636
38986249,53985812
37412462,55219988
35838675,56454164
34495405,54972401
33152135,53490638
31808865,52008875
33403721,53215702
34998577,54422529
36593433,55629356
35585737,53901772
34578041,52174188
33570345,50446604
35132023,49197141
36693701,47947678
38255379,46698215
38832332,48613188
39409285,50528161
39986238,52443134
41953929,52085101
43921620,51727068
45889311,51369035
47640824,50403531
49392337,49438027
51143850,48472523
53127247,48729690
55110644,48986857
57094041,49244024
56865557,51230929
56637073,53217834
56408589,55204739
55033464,56656988
53658339,58109237
52283214,59272078
50538352,59272078
48793490,58294605
47048628,57317132
48404429,55846825
49760230,54376518
51116031,52906211
49244439,52201129
47372847,51496047
45501255,50790965
46625275,49136705
47749295,47482445
48873315,45828185
46978557,45187960
45083799,44547735
43189041,43907510
42571085,42005372
41953129,40103234
41335173,38201096
39362132,37873825
37389091,37546554
35416050,37219283
35936404,39150404
36456758,41081525
36977112,43012646
38055280,41328143
39133448,39643640
40211616,37959137
41875283,39069186
43538950,40179235
45202617,41289284
43877774,42787546
42552931,44285808
41228088,45784070
42083520,43976245
42938952,42168420
43794384,40360595
41974141,41189277
40153898,42017959
38333655,42846641
39119725,44685687
39905795,46524733
40691865,48363779
40980509,50342840
41269153,52321901
41557797,54300962
41414501,52306103
41271205,50311244
41127909,48316385
42816288,47244296
44504667,46172207
46193046,45100118
46428662,43114046
46664278,41127974
46899894,39141902
47210341,41117660
47520788,43093418
47831235,45069176
46968263,43264938
46105291,41460700
45242319,39656462
45844741,41563576
46447163,43470690
47049585,45377804
46564095,43437624
46078605,41497444
45593115,39557264
45404205,37566206
45215295,35575148
45026385,33584090
43039101,33358927
41051817,33133764
39064533,32908601
39679472,31005486
40294411,29102371
40909350,27199256
41313706,25240559
41718062,23281862
42122418,21323165
42306467,23314678
42490516,25306191
42674565,27297704
44507435,26497339
46340305,25696974
48173175,24896609
48739025,26814892
49304875,28733175
49870725,30651458
50844258,28904394
51817791,27157330
52791324,25410266
51083742,26451496
49376160,27492726
47668578,28533956
49630431,28145200
51592284,27756444
53554137,27367688
51578553,27679240
49602969,27990792
47627385,28302344
45651021,28608912
43674657,28915480
41698293,29222048
43353505,28099430
45008717,26976812
46663929,25854194
48612570,25403864
50561211,24953534
52509852,24503204
54270307,23554101
56030762,22604998
57791217,21655895
56173135,20480392
54555053,19304889
52936971,18129386
54194201,19684818
55451431,21240250
56708661,22795682
55142225,24039175
53575789,25282668
52009353,26526161
51903286,24528976
51797219,22531791
51691152,20534606
52474028,18694198
53256904,16853790
54039780,15013382
55924468,15682672
57809156,16351962
59693844,17021252
60721558,15305501
61749272,13589750
62776986,12727922
63552761,12727922
64328536,14571335
65104311,16414748
66190635,14735493
67276959,13056238
68363283,12727922
69814173,12727922
71265063,14104482
72715953,15481042
72631934,17479276
72547915,19477510
72463896,21475744
73226679,19626917
73989462,17778090
74752245,15929263
74302873,17878125
73853501,19826987
73404129,21775849
75386388,22041642
77272078,22307435
75289819,22573228
77243712,23000193
77272078,23427158
75318185,23854123
76155067,22037636
76991949,20221149
77272078,18404662
75276454,18272442
73280830,18140222
71285206,18008002
70432182,19816965
69579158,21625928
68726134,23434891
68245330,25376237
67764526,27317583
67283722,29258929
67869852,27346745
68455982,25434561
69042112,23522377
71042029,23540563
73041946,23558749
75041863,23576935
76460473,22167133
77272078,20757331
75853468,19347529
77272078,18382356
75520382,17417183
73768686,16452010
72620848,18089833
71473010,19727656
70325172,21365479
71980522,22487893
73635872,23610307
75291222,24732721
73804545,23394891
72317868,22057061
70831191,20719231
72023695,22324825
73216199,23930419
74408703,25536013
72780553,24374495
71152403,23212977
69524253,22051459
68363487,23680145
67202721,25308831
66041955,26937517
64087002,26515430
62132049,26093343
60177096,25671256
61334774,27302139
62492452,28933022
63650130,30563905
63710534,32562992
63770938,34562079
63831342,36561166
65255410,37965455
66679478,39369744
68103546,40774033
69987180,40101784
71870814,39429535
73754448,38757286
75139941,40199647
76525434,41642008
77272078,43084369
76324000,44845376
75375922,46606383
74427844,48367390
73677606,46513437
72927368,44659484
72177130,42805531
70616560,41554684
69055990,40303837
67495420,39052990
65932564,40300980
64369708,41548970
62806852,42796960
64621971,41957114
66437090,41117268
68252209,40277422
68950682,42151490
69649155,44025558
70347628,45899626
69641528,47770834
68935428,49642042
68229328,51513250
70150851,50958499
72072374,50403748
73993897,49848997
73593740,51808556
73193583,53768115
72793426,55727674
71439079,57199320
70084732,58670966
68730385,59272078
70156833,59272078
71583281,57870206
73009729,56468334
73040048,58468104
73070367,59272078
73100686,57272308
73639813,59198273
74178940,59272078
74718067,57346113
76437855,58367057
77272078,59272078
75552290,58251134
75759095,56261855
75965900,54272576
76172705,52283297
74478525,53346194
72784345,54409091
71090165,55471988
71823193,53611164
72556221,51750340
73289249,49889516
71424242,50611835
69559235,51334154
67694228,52056473
69117798,53461267
70541368,54866061
71964938,56270855
73927791,55887180
75890644,55503505
77272078,55119830
75529025,56100526
73785972,57081222
72042919,58061918
70523728,56761127
69004537,55460336
67485346,54159545
67791453,52183110
68097560,50206675
68403667,48230240
69725247,46729099
71046827,45227958
72368407,43726817
70451534,43156207
68534661,42585597
66617788,42014987
68551697,42524884
70485606,43034781
72419515,43544678
73672878,41986128
74926241,40427578
76179604,38869028
77272078,40116875
75709108,41364722
74146138,42612569
72173348,42941350
70200558,43270131
68227768,43598912
66497735,42595426
64767702,41591940
63037669,40588454
64945720,39989005
66853771,39389556
68761822,38790107
70015791,40348169
71269760,41906231
72523729,43464293
70724941,44338570
68926153,45212847
67127365,46087124
65417079,47123907
63706793,48160690
61996507,49197473
63993426,49086519
65990345,48975565
67987264,48864611
68427531,50815550
68867798,52766489
69308065,54717428
71104006,53837319
72899947,52957210
74695888,52077101
73768264,50305234
72840640,48533367
71913016,46761500
73347604,45367959
74782192,43974418
76216780,42580877
77224248,40853160
77272078,39125443
76264610,37397726
76211123,39397010
76157636,41396294
76104149,43395578
74697348,41973991
73290547,40552404
71883746,39130817
73485299,37932892
75086852,36734967
76688405,35537042
77272078,33778687
76319092,32020332
75366106,30261977
73439472,30798708
71512838,31335439
69586204,31872170
69071986,33804934
68557768,35737698
68043550,37670462
68192840,39664882
68342130,41659302
68491420,43653722
68216264,45634703
67941108,47615684
67665952,49596665
66456199,51189303
65246446,52781941
64036693,54374579
63718828,52400001
63400963,50425423
63083098,48450845
63180586,50448467
63278074,52446089
63375562,54443711
63562857,52452501
63750152,50461291
63937447,48470081
62086558,49227846
60235669,49985611
58384780,50743376
60192796,51598405
62000812,52453434
63808828,53308463
62634824,51689293
61460820,50070123
60286816,48450953
61035825,50305402
61784834,52159851
62533843,54014300
60791527,54996304
59049211,55978308
57306895,56960312
58230776,58734133
59154657,59272078
60078538,57498257
60571435,55559946
61064332,53621635
61557229,51683324
60105298,53058785
58653367,54434246
57201436,55809707
